Dataset,Pattern,Target_Class,Blending,seed,Defense,N_Patterns,ACC,F1,Precision,Recall,TPR,FPR,TP,FP,TN,FN
cifar10,big_hello_kitty,2_all,1.0,2,agpd_100,,0.9997,0.9984,1.0,0.9968,0.9968,0.0,4984,0,45000,16
cifar10,big_hello_kitty,2_all,1.0,2,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,big_hello_kitty,2_all,1.0,2,agpd_2000,,,,,,,,,,,
cifar10,big_hello_kitty,2_all,1.0,2,scan_2000,,,,,,,,,,,
cifar10,big_hello_kitty,2_all,1.0,2,abl,,0.8583,0.2914,0.2914,0.2914,0.2914,0.0787,1457,3543,41457,3543
cifar10,small_hello_kitty,2_all,0.1,2,vbd,1,0.9983,0.9915,0.986,0.9972,0.9972,0.0016,4986,71,44929,14
cifar10,small_hello_kitty,2_all,0.1,2,agpd_100,,0.9987,0.9933,1.0,0.9866,0.9866,0.0,4933,0,45000,67
cifar10,small_hello_kitty,2_all,0.1,2,scan_100,,0.9997,0.9985,0.9998,0.9972,0.9972,0.0,4986,1,44999,14
cifar10,small_hello_kitty,2_all,0.1,2,agpd_2000,,,,,,,,,,,
cifar10,small_hello_kitty,2_all,0.1,2,scan_2000,,,,,,,,,,,
cifar10,small_hello_kitty,2_all,0.1,2,abl,,0.962,0.8098,0.8098,0.8098,0.8098,0.0211,4049,951,44049,951
cifar10,small_hello_kitty,2_all,0.2,2,vbd,1,0.9993,0.9967,0.994,0.9994,0.9994,0.0007,4997,30,44970,3
cifar10,small_hello_kitty,2_all,0.2,2,agpd_100,,0.998,0.9898,0.9998,0.98,0.98,0.0,4900,1,44999,100
cifar10,small_hello_kitty,2_all,0.2,2,scan_100,,1.0,0.9998,0.9998,0.9998,0.9998,0.0,4999,1,44999,1
cifar10,small_hello_kitty,2_all,0.2,2,agpd_2000,,,,,,,,,,,
cifar10,small_hello_kitty,2_all,0.2,2,scan_2000,,,,,,,,,,,
cifar10,small_hello_kitty,2_all,0.2,2,abl,,0.9519,0.7596,0.7596,0.7596,0.7596,0.0267,3798,1202,43798,1202
cifar10,small_hello_kitty,2_all,0.5,2,vbd,2,0.9998,0.9988,0.9976,1.0,1.0,0.0003,5000,12,44988,0
cifar10,small_hello_kitty,2_all,0.5,2,agpd_100,,0.9974,0.9867,1.0,0.9738,0.9738,0.0,4869,0,45000,131
cifar10,small_hello_kitty,2_all,0.5,2,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,small_hello_kitty,2_all,0.5,2,agpd_2000,,,,,,,,,,,
cifar10,small_hello_kitty,2_all,0.5,2,scan_2000,,,,,,,,,,,
cifar10,small_hello_kitty,2_all,0.5,2,abl,,0.9776,0.888,0.888,0.888,0.888,0.0124,4440,560,44440,560
cifar10,small_hello_kitty,2_all,1.0,2,vbd,1,1.0,0.9998,0.9996,1.0,1.0,0.0,5000,2,44998,0
cifar10,small_hello_kitty,2_all,1.0,2,agpd_100,,0.9996,0.9979,0.9958,1.0,1.0,0.0005,5000,21,44979,0
cifar10,small_hello_kitty,2_all,1.0,2,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,small_hello_kitty,2_all,1.0,2,agpd_2000,,,,,,,,,,,
cifar10,small_hello_kitty,2_all,1.0,2,scan_2000,,,,,,,,,,,
cifar10,small_hello_kitty,2_all,1.0,2,abl,,0.958,0.7898,0.7898,0.7898,0.7898,0.0234,3949,1051,43949,1051
cifar10,trigger_color_grid,2_all,0.1,2,vbd,1,0.996,0.9804,0.9626,0.9988,0.9988,0.0043,4994,194,44806,6
cifar10,trigger_color_grid,2_all,0.1,2,agpd_100,,0.9777,0.8749,0.9987,0.7784,0.7784,0.0001,3892,5,44995,1108
cifar10,trigger_color_grid,2_all,0.1,2,scan_100,,0.9973,0.9865,0.9998,0.9736,0.9736,0.0,4868,1,44999,132
cifar10,trigger_color_grid,2_all,0.1,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,2_all,0.1,2,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,2_all,0.1,2,abl,,0.9636,0.8178,0.8178,0.8178,0.8178,0.0202,4089,911,44089,911
cifar10,trigger_color_grid,2_all,0.2,2,vbd,1,0.9982,0.9912,0.9825,1.0,1.0,0.002,5000,89,44911,0
cifar10,trigger_color_grid,2_all,0.2,2,agpd_100,,0.9901,0.9478,0.9987,0.9018,0.9018,0.0001,4509,6,44994,491
cifar10,trigger_color_grid,2_all,0.2,2,scan_100,,0.9998,0.9989,1.0,0.9978,0.9978,0.0,4989,0,45000,11
cifar10,trigger_color_grid,2_all,0.2,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,2_all,0.2,2,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,2_all,0.2,2,abl,,0.9818,0.909,0.909,0.909,0.909,0.0101,4545,455,44545,455
cifar10,trigger_color_grid,2_all,0.5,2,vbd,1,0.9989,0.9944,0.9889,1.0,1.0,0.0012,5000,56,44944,0
cifar10,trigger_color_grid,2_all,0.5,2,agpd_100,,0.9933,0.9653,0.9985,0.9342,0.9342,0.0002,4671,7,44993,329
cifar10,trigger_color_grid,2_all,0.5,2,scan_100,,0.9999,0.9996,1.0,0.9992,0.9992,0.0,4996,0,45000,4
cifar10,trigger_color_grid,2_all,0.5,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,2_all,0.5,2,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,2_all,0.5,2,abl,,0.991,0.9548,0.9548,0.9548,0.9548,0.005,4774,226,44774,226
cifar10,trigger_color_grid,2_all,1.0,2,vbd,1,0.9988,0.994,0.9881,1.0,1.0,0.0013,5000,60,44940,0
cifar10,trigger_color_grid,2_all,1.0,2,agpd_100,,0.9987,0.9937,0.9996,0.9878,0.9878,0.0,4939,2,44998,61
cifar10,trigger_color_grid,2_all,1.0,2,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,trigger_color_grid,2_all,1.0,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,2_all,1.0,2,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,2_all,1.0,2,abl,,0.9765,0.8826,0.8826,0.8826,0.8826,0.013,4413,587,44413,587
cifar10,trigger_green_square,2_all,0.1,2,vbd,1,0.9907,0.9553,0.9169,0.997,0.997,0.01,4985,452,44548,15
cifar10,trigger_green_square,2_all,0.1,2,agpd_100,,0.9829,0.9194,0.8688,0.9762,0.9762,0.0164,4881,737,44263,119
cifar10,trigger_green_square,2_all,0.1,2,scan_100,,0.9947,0.9726,0.9989,0.9476,0.9476,0.0001,4738,5,44995,262
cifar10,trigger_green_square,2_all,0.1,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,2_all,0.1,2,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,2_all,0.1,2,abl,,0.8952,0.4762,0.4762,0.4762,0.4762,0.0582,2381,2619,42381,2619
cifar10,trigger_green_square,2_all,0.2,2,vbd,2,0.9974,0.9872,0.9767,0.998,0.998,0.0026,4990,119,44881,10
cifar10,trigger_green_square,2_all,0.2,2,agpd_100,,0.9885,0.9452,0.9047,0.9894,0.9894,0.0116,4947,521,44479,53
cifar10,trigger_green_square,2_all,0.2,2,scan_100,,0.9985,0.9925,0.9998,0.9854,0.9854,0.0,4927,1,44999,73
cifar10,trigger_green_square,2_all,0.2,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,2_all,0.2,2,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,2_all,0.2,2,abl,,0.965,0.8252,0.8252,0.8252,0.8252,0.0194,4126,874,44126,874
cifar10,trigger_green_square,2_all,0.5,2,vbd,1,0.9983,0.9916,0.9835,0.9998,0.9998,0.0019,4999,84,44916,1
cifar10,trigger_green_square,2_all,0.5,2,agpd_100,,0.9896,0.9506,0.9063,0.9996,0.9996,0.0115,4998,517,44483,2
cifar10,trigger_green_square,2_all,0.5,2,scan_100,,0.9999,0.9995,1.0,0.999,0.999,0.0,4995,0,45000,5
cifar10,trigger_green_square,2_all,0.5,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,2_all,0.5,2,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,2_all,0.5,2,abl,,0.9737,0.8686,0.8686,0.8686,0.8686,0.0146,4343,657,44343,657
cifar10,trigger_green_square,2_all,1.0,2,vbd,2,0.9987,0.9936,0.9876,0.9998,0.9998,0.0014,4999,63,44937,1
cifar10,trigger_green_square,2_all,1.0,2,agpd_100,,0.9946,0.9722,0.9977,0.948,0.948,0.0002,4740,11,44989,260
cifar10,trigger_green_square,2_all,1.0,2,scan_100,,1.0,0.9999,1.0,0.9998,0.9998,0.0,4999,0,45000,1
cifar10,trigger_green_square,2_all,1.0,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,2_all,1.0,2,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,2_all,1.0,2,abl,,0.9742,0.8712,0.8712,0.8712,0.8712,0.0143,4356,644,44356,644
cifar10,trigger_white_grid,2_all,0.1,2,vbd,1,0.9912,0.9577,0.9248,0.993,0.993,0.009,4965,404,44596,35
cifar10,trigger_white_grid,2_all,0.1,2,agpd_100,,0.9758,0.8624,0.9984,0.759,0.759,0.0001,3795,6,44994,1205
cifar10,trigger_white_grid,2_all,0.1,2,scan_100,,0.9977,0.9885,0.9998,0.9774,0.9774,0.0,4887,1,44999,113
cifar10,trigger_white_grid,2_all,0.1,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,2_all,0.1,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,2_all,0.1,2,abl,,0.9627,0.8136,0.8136,0.8136,0.8136,0.0207,4068,932,44068,932
cifar10,trigger_white_grid,2_all,0.2,2,vbd,1,0.9916,0.9596,0.925,0.9968,0.9968,0.009,4984,404,44596,16
cifar10,trigger_white_grid,2_all,0.2,2,agpd_100,,0.9821,0.9017,0.999,0.8216,0.8216,0.0001,4108,4,44996,892
cifar10,trigger_white_grid,2_all,0.2,2,scan_100,,0.9998,0.9991,0.9998,0.9984,0.9984,0.0,4992,1,44999,8
cifar10,trigger_white_grid,2_all,0.2,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,2_all,0.2,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,2_all,0.2,2,abl,,0.9831,0.9156,0.9156,0.9156,0.9156,0.0094,4578,422,44578,422
cifar10,trigger_white_grid,2_all,0.5,2,vbd,1,0.9998,0.9988,0.9976,1.0,1.0,0.0003,5000,12,44988,0
cifar10,trigger_white_grid,2_all,0.5,2,agpd_100,,0.9899,0.9466,0.9993,0.8992,0.8992,0.0001,4496,3,44997,504
cifar10,trigger_white_grid,2_all,0.5,2,scan_100,,1.0,0.9999,0.9998,1.0,1.0,0.0,5000,1,44999,0
cifar10,trigger_white_grid,2_all,0.5,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,2_all,0.5,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,2_all,0.5,2,abl,,0.9696,0.8478,0.8478,0.8478,0.8478,0.0169,4239,761,44239,761
cifar10,trigger_white_grid,2_all,1.0,2,vbd,3,0.9992,0.9961,0.9923,1.0,1.0,0.0009,5000,39,44961,0
cifar10,trigger_white_grid,2_all,1.0,2,agpd_100,,0.9937,0.9675,0.9994,0.9376,0.9376,0.0001,4688,3,44997,312
cifar10,trigger_white_grid,2_all,1.0,2,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,trigger_white_grid,2_all,1.0,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,2_all,1.0,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,2_all,1.0,2,abl,,0.974,0.8698,0.8698,0.8698,0.8698,0.0145,4349,651,44349,651
cifar10,trigger_white_square,2_all,0.1,2,vbd,1,0.9553,0.7313,0.9155,0.6088,0.6088,0.0062,3044,281,44719,1956
cifar10,trigger_white_square,2_all,0.1,2,agpd_100,,0.898,0.0,0.0,0.0,0.0,0.0022,0,101,44899,5000
cifar10,trigger_white_square,2_all,0.1,2,scan_100,,0.9572,0.7325,0.9773,0.5858,0.5858,0.0015,2929,68,44932,2071
cifar10,trigger_white_square,2_all,0.1,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_square,2_all,0.1,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_square,2_all,0.1,2,abl,,0.8442,0.2212,0.2212,0.2212,0.2212,0.0865,1106,3894,41106,3894
cifar10,trigger_white_square,2_all,0.2,2,vbd,1,0.9784,0.8837,0.9552,0.8222,0.8222,0.0043,4111,193,44807,889
cifar10,trigger_white_square,2_all,0.2,2,agpd_100,,0.9708,0.8292,0.9972,0.7096,0.7096,0.0002,3548,10,44990,1452
cifar10,trigger_white_square,2_all,0.2,2,scan_100,,0.9643,0.7832,0.9981,0.6444,0.6444,0.0001,3222,6,44994,1778
cifar10,trigger_white_square,2_all,0.2,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_square,2_all,0.2,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_square,2_all,0.2,2,abl,,0.8762,0.3812,0.3812,0.3812,0.3812,0.0688,1906,3094,41906,3094
cifar10,trigger_white_square,2_all,0.5,2,vbd,1,0.9907,0.9521,0.9767,0.9288,0.9288,0.0025,4644,111,44889,356
cifar10,trigger_white_square,2_all,0.5,2,agpd_100,,0.9929,0.9636,0.9915,0.9372,0.9372,0.0009,4686,40,44960,314
cifar10,trigger_white_square,2_all,0.5,2,scan_100,,0.9913,0.9544,0.9993,0.9134,0.9134,0.0001,4567,3,44997,433
cifar10,trigger_white_square,2_all,0.5,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_square,2_all,0.5,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_square,2_all,0.5,2,abl,,0.9422,0.711,0.711,0.711,0.711,0.0321,3555,1445,43555,1445
cifar10,trigger_white_square,2_all,1.0,2,vbd,1,0.9948,0.9735,0.9879,0.9596,0.9596,0.0013,4798,59,44941,202
cifar10,trigger_white_square,2_all,1.0,2,agpd_100,,0.9906,0.9509,0.998,0.908,0.908,0.0002,4540,9,44991,460
cifar10,trigger_white_square,2_all,1.0,2,scan_100,,0.9957,0.9778,1.0,0.9566,0.9566,0.0,4783,0,45000,217
cifar10,trigger_white_square,2_all,1.0,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_square,2_all,1.0,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_square,2_all,1.0,2,abl,,0.9637,0.8186,0.8186,0.8186,0.8186,0.0202,4093,907,44093,907
cifar10,big_hello_kitty,3_all,0.1,3,vbd,3,0.9883,0.94,0.9642,0.917,0.917,0.0038,4585,170,44830,415
cifar10,big_hello_kitty,3_all,0.1,3,agpd_100,,0.9995,0.9974,0.9988,0.996,0.996,0.0001,4980,6,44994,20
cifar10,big_hello_kitty,3_all,0.1,3,scan_100,,0.9977,0.9883,0.9998,0.977,0.977,0.0,4885,1,44999,115
cifar10,big_hello_kitty,3_all,0.1,3,agpd_2000,,,,,,,,,,,
cifar10,big_hello_kitty,3_all,0.1,3,scan_2000,,,,,,,,,,,
cifar10,big_hello_kitty,3_all,0.1,3,abl,,0.9359,0.6794,0.6794,0.6794,0.6794,0.0356,3397,1603,43397,1603
cifar10,big_hello_kitty,3_all,0.2,3,vbd,2,0.9979,0.9893,0.99,0.9886,0.9886,0.0011,4943,50,44950,57
cifar10,big_hello_kitty,3_all,0.2,3,agpd_100,,0.9998,0.9991,0.9986,0.9996,0.9996,0.0002,4998,7,44993,2
cifar10,big_hello_kitty,3_all,0.2,3,scan_100,,0.9997,0.9987,1.0,0.9974,0.9974,0.0,4987,0,45000,13
cifar10,big_hello_kitty,3_all,0.2,3,agpd_2000,,,,,,,,,,,
cifar10,big_hello_kitty,3_all,0.2,3,scan_2000,,,,,,,,,,,
cifar10,big_hello_kitty,3_all,0.2,3,abl,,0.9761,0.8806,0.8806,0.8806,0.8806,0.0133,4403,597,44403,597
cifar10,big_hello_kitty,3_all,0.5,3,vbd,3,0.9993,0.9965,0.993,1.0,1.0,0.0008,5000,35,44965,0
cifar10,big_hello_kitty,3_all,0.5,3,agpd_100,,0.9995,0.9975,0.9998,0.9952,0.9952,0.0,4976,1,44999,24
cifar10,big_hello_kitty,3_all,0.5,3,scan_100,,1.0,0.9999,1.0,0.9998,0.9998,0.0,4999,0,45000,1
cifar10,big_hello_kitty,3_all,0.5,3,agpd_2000,,,,,,,,,,,
cifar10,big_hello_kitty,3_all,0.5,3,scan_2000,,,,,,,,,,,
cifar10,big_hello_kitty,3_all,0.5,3,abl,,0.9526,0.7632,0.7632,0.7632,0.7632,0.0263,3816,1184,43816,1184
cifar10,big_hello_kitty,3_all,1.0,3,vbd,1,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,big_hello_kitty,3_all,1.0,3,agpd_100,,0.9997,0.9983,1.0,0.9966,0.9966,0.0,4983,0,45000,17
cifar10,big_hello_kitty,3_all,1.0,3,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,big_hello_kitty,3_all,1.0,3,agpd_2000,,,,,,,,,,,
cifar10,big_hello_kitty,3_all,1.0,3,scan_2000,,,,,,,,,,,
cifar10,big_hello_kitty,3_all,1.0,3,abl,,0.9713,0.8564,0.8564,0.8564,0.8564,0.016,4282,718,44282,718
cifar10,small_hello_kitty,3_all,0.1,3,vbd,1,0.9994,0.9968,0.994,0.9996,0.9996,0.0007,4998,30,44970,2
cifar10,small_hello_kitty,3_all,0.1,3,agpd_100,,0.9997,0.9983,0.998,0.9986,0.9986,0.0002,4993,10,44990,7
cifar10,small_hello_kitty,3_all,0.1,3,scan_100,,0.9998,0.9992,1.0,0.9984,0.9984,0.0,4992,0,45000,8
cifar10,small_hello_kitty,3_all,0.1,3,agpd_2000,,,,,,,,,,,
cifar10,small_hello_kitty,3_all,0.1,3,scan_2000,,,,,,,,,,,
cifar10,small_hello_kitty,3_all,0.1,3,abl,,0.972,0.86,0.86,0.86,0.86,0.0156,4300,700,44300,700
cifar10,small_hello_kitty,3_all,0.2,3,vbd,2,0.9993,0.9965,0.993,1.0,1.0,0.0008,5000,35,44965,0
cifar10,small_hello_kitty,3_all,0.2,3,agpd_100,,0.9994,0.9969,0.9994,0.9944,0.9944,0.0001,4972,3,44997,28
cifar10,small_hello_kitty,3_all,0.2,3,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,small_hello_kitty,3_all,0.2,3,agpd_2000,,,,,,,,,,,
cifar10,small_hello_kitty,3_all,0.2,3,scan_2000,,,,,,,,,,,
cifar10,small_hello_kitty,3_all,0.2,3,abl,,0.9452,0.726,0.726,0.726,0.726,0.0304,3630,1370,43630,1370
cifar10,small_hello_kitty,3_all,0.5,3,vbd,1,0.9989,0.9944,0.9889,1.0,1.0,0.0012,5000,56,44944,0
cifar10,small_hello_kitty,3_all,0.5,3,agpd_100,,0.9995,0.9975,0.9992,0.9958,0.9958,0.0001,4979,4,44996,21
cifar10,small_hello_kitty,3_all,0.5,3,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,small_hello_kitty,3_all,0.5,3,agpd_2000,,,,,,,,,,,
cifar10,small_hello_kitty,3_all,0.5,3,scan_2000,,,,,,,,,,,
cifar10,small_hello_kitty,3_all,0.5,3,abl,,0.9554,0.777,0.777,0.777,0.777,0.0248,3885,1115,43885,1115
cifar10,small_hello_kitty,3_all,1.0,3,vbd,1,0.9999,0.9994,0.9988,1.0,1.0,0.0001,5000,6,44994,0
cifar10,small_hello_kitty,3_all,1.0,3,agpd_100,,0.9996,0.9978,0.9956,1.0,1.0,0.0005,5000,22,44978,0
cifar10,small_hello_kitty,3_all,1.0,3,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,small_hello_kitty,3_all,1.0,3,agpd_2000,,,,,,,,,,,
cifar10,small_hello_kitty,3_all,1.0,3,scan_2000,,,,,,,,,,,
cifar10,small_hello_kitty,3_all,1.0,3,abl,,0.9833,0.9166,0.9166,0.9166,0.9166,0.0093,4583,417,44583,417
cifar10,trigger_color_grid,3_all,0.1,3,vbd,1,0.9907,0.9556,0.9152,0.9998,0.9998,0.0103,4999,463,44537,1
cifar10,trigger_color_grid,3_all,0.1,3,agpd_100,,0.9776,0.8974,0.828,0.9794,0.9794,0.0226,4897,1017,43983,103
cifar10,trigger_color_grid,3_all,0.1,3,scan_100,,0.9978,0.9888,0.9998,0.978,0.978,0.0,4890,1,44999,110
cifar10,trigger_color_grid,3_all,0.1,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,3_all,0.1,3,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,3_all,0.1,3,abl,,0.959,0.7952,0.7952,0.7952,0.7952,0.0228,3976,1024,43976,1024
cifar10,trigger_color_grid,3_all,0.2,3,vbd,1,0.989,0.9479,0.9009,1.0,1.0,0.0122,5000,550,44450,0
cifar10,trigger_color_grid,3_all,0.2,3,agpd_100,,0.9868,0.9296,0.9984,0.8696,0.8696,0.0002,4348,7,44993,652
cifar10,trigger_color_grid,3_all,0.2,3,scan_100,,0.9998,0.9988,1.0,0.9976,0.9976,0.0,4988,0,45000,12
cifar10,trigger_color_grid,3_all,0.2,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,3_all,0.2,3,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,3_all,0.2,3,abl,,0.9689,0.8444,0.8444,0.8444,0.8444,0.0173,4222,778,44222,778
cifar10,trigger_color_grid,3_all,0.5,3,vbd,1,0.9949,0.9749,0.9511,1.0,1.0,0.0057,5000,257,44743,0
cifar10,trigger_color_grid,3_all,0.5,3,agpd_100,,0.9958,0.9786,0.9942,0.9634,0.9634,0.0006,4817,28,44972,183
cifar10,trigger_color_grid,3_all,0.5,3,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,trigger_color_grid,3_all,0.5,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,3_all,0.5,3,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,3_all,0.5,3,abl,,0.9785,0.8926,0.8926,0.8926,0.8926,0.0119,4463,537,44463,537
cifar10,trigger_color_grid,3_all,1.0,3,vbd,1,0.9993,0.9964,0.9929,1.0,1.0,0.0008,5000,36,44964,0
cifar10,trigger_color_grid,3_all,1.0,3,agpd_100,,0.9951,0.975,0.995,0.9558,0.9558,0.0005,4779,24,44976,221
cifar10,trigger_color_grid,3_all,1.0,3,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,trigger_color_grid,3_all,1.0,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,3_all,1.0,3,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,3_all,1.0,3,abl,,0.9901,0.9504,0.9504,0.9504,0.9504,0.0055,4752,248,44752,248
cifar10,trigger_green_square,3_all,0.1,3,vbd,1,0.9959,0.9798,0.9644,0.9958,0.9958,0.0041,4979,184,44816,21
cifar10,trigger_green_square,3_all,0.1,3,agpd_100,,0.9817,0.8999,0.9935,0.8224,0.8224,0.0006,4112,27,44973,888
cifar10,trigger_green_square,3_all,0.1,3,scan_100,,0.9916,0.9564,0.9996,0.9168,0.9168,0.0,4584,2,44998,416
cifar10,trigger_green_square,3_all,0.1,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,3_all,0.1,3,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,3_all,0.1,3,abl,,0.8865,0.4324,0.4324,0.4324,0.4324,0.0631,2162,2838,42162,2838
cifar10,trigger_green_square,3_all,0.2,3,vbd,2,0.9954,0.9776,0.9615,0.9942,0.9942,0.0044,4971,199,44801,29
cifar10,trigger_green_square,3_all,0.2,3,agpd_100,,0.9929,0.9631,0.9976,0.9308,0.9308,0.0002,4654,11,44989,346
cifar10,trigger_green_square,3_all,0.2,3,scan_100,,0.9988,0.9939,0.9998,0.988,0.988,0.0,4940,1,44999,60
cifar10,trigger_green_square,3_all,0.2,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,3_all,0.2,3,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,3_all,0.2,3,abl,,0.9522,0.761,0.761,0.761,0.761,0.0266,3805,1195,43805,1195
cifar10,trigger_green_square,3_all,0.5,3,vbd,2,0.9974,0.9873,0.9748,1.0,1.0,0.0029,5000,129,44871,0
cifar10,trigger_green_square,3_all,0.5,3,agpd_100,,0.9847,0.9174,0.9967,0.8498,0.8498,0.0003,4249,14,44986,751
cifar10,trigger_green_square,3_all,0.5,3,scan_100,,1.0,0.9998,0.9998,0.9998,0.9998,0.0,4999,1,44999,1
cifar10,trigger_green_square,3_all,0.5,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,3_all,0.5,3,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,3_all,0.5,3,abl,,0.9498,0.749,0.749,0.749,0.749,0.0279,3745,1255,43745,1255
cifar10,trigger_green_square,3_all,1.0,3,vbd,1,0.9991,0.9955,0.9913,0.9998,0.9998,0.001,4999,44,44956,1
cifar10,trigger_green_square,3_all,1.0,3,agpd_100,,0.9942,0.97,0.9979,0.9436,0.9436,0.0002,4718,10,44990,282
cifar10,trigger_green_square,3_all,1.0,3,scan_100,,1.0,1.0,1.0,1.0,1.0,0.0,5000,0,45000,0
cifar10,trigger_green_square,3_all,1.0,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,3_all,1.0,3,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,3_all,1.0,3,abl,,0.9279,0.6396,0.6396,0.6396,0.6396,0.04,3198,1802,43198,1802
cifar10,trigger_white_grid,3_all,0.1,3,vbd,1,0.9867,0.9373,0.8892,0.9908,0.9908,0.0137,4954,617,44383,46
cifar10,trigger_white_grid,3_all,0.1,3,agpd_100,,0.9938,0.9681,0.9975,0.9404,0.9404,0.0003,4702,12,44988,298
cifar10,trigger_white_grid,3_all,0.1,3,scan_100,,0.9977,0.9882,0.9996,0.977,0.977,0.0,4885,2,44998,115
cifar10,trigger_white_grid,3_all,0.1,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,3_all,0.1,3,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,3_all,0.1,3,abl,,0.9762,0.881,0.881,0.881,0.881,0.0132,4405,595,44405,595
cifar10,trigger_white_grid,3_all,0.2,3,vbd,1,0.986,0.9327,0.8952,0.9736,0.9736,0.0127,4868,570,44430,132
cifar10,trigger_white_grid,3_all,0.2,3,agpd_100,,0.9801,0.8897,0.9978,0.8028,0.8028,0.0002,4014,9,44991,986
cifar10,trigger_white_grid,3_all,0.2,3,scan_100,,0.9999,0.9997,0.9998,0.9996,0.9996,0.0,4998,1,44999,2
cifar10,trigger_white_grid,3_all,0.2,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,3_all,0.2,3,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,3_all,0.2,3,abl,,0.9724,0.8618,0.8618,0.8618,0.8618,0.0154,4309,691,44309,691
cifar10,trigger_white_grid,3_all,0.5,3,vbd,1,0.9956,0.9786,0.9582,0.9998,0.9998,0.0048,4999,218,44782,1
cifar10,trigger_white_grid,3_all,0.5,3,agpd_100,,0.9784,0.8792,0.9997,0.7846,0.7846,0.0,3923,1,44999,1077
